   0.0000000e+00   9.8494925e-09
   5.0000000e-03   3.9400015e-08
   1.0000000e-02   1.4963597e-07
   1.5000000e-02   5.3944293e-07
   2.0000000e-02   1.8455539e-06
   2.5000000e-02   5.9905768e-06
   3.0000000e-02   1.8443566e-05
   3.5000000e-02   5.3840711e-05
   4.0000000e-02   1.4897024e-04
   4.5000000e-02   3.9049654e-04
   5.0000000e-02   9.6925159e-04
   5.5000000e-02   2.2766089e-03
   6.0000000e-02   5.0565086e-03
   6.5000000e-02   1.0610426e-02
   7.0000000e-02   2.1011342e-02
   7.5000000e-02   3.9211317e-02
   8.0000000e-02   6.8839179e-02
   8.5000000e-02   1.1342719e-01
   9.0000000e-02   1.7486049e-01
   9.5000000e-02   2.5109798e-01
   1.0000000e-01   3.3369079e-01
   1.0500000e-01   4.0619588e-01
   1.1000000e-01   4.4493452e-01
   1.1500000e-01   4.2327141e-01
   1.2000000e-01   3.1943996e-01
   1.2500000e-01   1.2611451e-01
   1.3000000e-01  -1.4179420e-01
   1.3500000e-01  -4.4517364e-01
   1.4000000e-01  -7.2717726e-01
   1.4500000e-01  -9.2748260e-01
   1.5000000e-01  -1.0000000e+00
   1.5500000e-01  -9.2748260e-01
   1.6000000e-01  -7.2717726e-01
   1.6500000e-01  -4.4517364e-01
   1.7000000e-01  -1.4179420e-01
   1.7500000e-01   1.2611451e-01
   1.8000000e-01   3.1943996e-01
   1.8500000e-01   4.2327141e-01
   1.9000000e-01   4.4493452e-01
   1.9500000e-01   4.0619588e-01
   2.0000000e-01   3.3369079e-01
   2.0500000e-01   2.5109798e-01
   2.1000000e-01   1.7486049e-01
   2.1500000e-01   1.1342719e-01
   2.2000000e-01   6.8839179e-02
   2.2500000e-01   3.9211317e-02
   2.3000000e-01   2.1011342e-02
   2.3500000e-01   1.0610426e-02
   2.4000000e-01   5.0565086e-03
   2.4500000e-01   2.2766089e-03
   2.5000000e-01   9.6925159e-04
   2.5500000e-01   3.9049654e-04
   2.6000000e-01   1.4897024e-04
   2.6500000e-01   5.3840711e-05
   2.7000000e-01   1.8443566e-05
   2.7500000e-01   5.9905768e-06
   2.8000000e-01   1.8455539e-06
   2.8500000e-01   5.3944293e-07
   2.9000000e-01   1.4963597e-07
   2.9500000e-01   3.9400015e-08
   3.0000000e-01   9.8494925e-09
   3.0500000e-01   2.3381171e-09
   3.1000000e-01   5.2713693e-10
   3.1500000e-01   1.1288812e-10
   3.2000000e-01   2.2966641e-11
   3.2500000e-01   4.4393838e-12
   3.3000000e-01   8.1540009e-13
   3.3500000e-01   1.4232607e-13
   3.4000000e-01   2.3610380e-14
   3.4500000e-01   3.7227358e-15
   3.5000000e-01   5.5795000e-16
   3.5500000e-01   7.9493686e-17
   3.6000000e-01   1.0767192e-17
   3.6500000e-01   1.3865351e-18
   3.7000000e-01   1.6976262e-19
   3.7500000e-01   1.9763259e-20
   3.8000000e-01   2.1877684e-21
   3.8500000e-01   2.3029791e-22
   3.9000000e-01   2.3053813e-23
   3.9500000e-01   2.1947082e-24
   4.0000000e-01   1.9870468e-25
   4.0500000e-01   1.7110069e-26
   4.1000000e-01   1.4012703e-27
   4.1500000e-01   1.0915206e-28
   4.2000000e-01   8.0871276e-30
   4.2500000e-01   5.6992918e-31
   4.3000000e-01   3.8205236e-32
   4.3500000e-01   2.4361883e-33
   4.4000000e-01   1.4777291e-34
   4.4500000e-01   8.5267642e-36
   4.5000000e-01   4.6804558e-37
   4.5500000e-01   2.4440779e-38
   4.6000000e-01   1.2141520e-39
   4.6500000e-01   5.7381238e-41
   4.7000000e-01   2.5799598e-42
   4.7500000e-01   1.1035935e-43
   4.8000000e-01   4.4912285e-45
   4.8500000e-01   1.7389511e-46
   4.9000000e-01   6.4059252e-48
   4.9500000e-01   2.2451969e-49
   5.0000000e-01   7.4870479e-51
