   5.0000001e-08   0.0000000e+00   0.0000000e+00
   1.0000000e-07   0.0000000e+00   0.0000000e+00
   1.5000000e-07   0.0000000e+00   0.0000000e+00
   2.0000000e-07   0.0000000e+00   0.0000000e+00
   2.5000001e-07   0.0000000e+00   0.0000000e+00
   3.0000001e-07   0.0000000e+00   0.0000000e+00
   3.5000001e-07   0.0000000e+00   0.0000000e+00
   4.0000001e-07   0.0000000e+00   0.0000000e+00
   4.5000001e-07   0.0000000e+00   0.0000000e+00
   5.0000001e-07   0.0000000e+00   0.0000000e+00
   5.5000001e-07   0.0000000e+00   0.0000000e+00
   6.0000001e-07   0.0000000e+00   0.0000000e+00
   6.5000001e-07   0.0000000e+00   0.0000000e+00
   7.0000001e-07   0.0000000e+00   0.0000000e+00
   7.5000001e-07   0.0000000e+00   0.0000000e+00
   8.0000002e-07   0.0000000e+00   0.0000000e+00
   8.5000002e-07   0.0000000e+00   0.0000000e+00
   9.0000002e-07   0.0000000e+00   0.0000000e+00
   9.5000002e-07   0.0000000e+00   0.0000000e+00
   1.0000000e-06   0.0000000e+00   0.0000000e+00
   1.0500000e-06   0.0000000e+00   0.0000000e+00
   1.1000000e-06   0.0000000e+00   0.0000000e+00
   1.1500000e-06   0.0000000e+00   0.0000000e+00
   1.2000000e-06   0.0000000e+00   0.0000000e+00
   1.2500000e-06   0.0000000e+00   0.0000000e+00
   1.3000000e-06   0.0000000e+00   0.0000000e+00
   1.3500000e-06  -0.0000000e+00  -0.0000000e+00
   1.4000000e-06   0.0000000e+00   0.0000000e+00
   1.4500000e-06  -0.0000000e+00  -0.0000000e+00
   1.5000000e-06  -0.0000000e+00  -0.0000000e+00
   1.5500000e-06   0.0000000e+00   0.0000000e+00
   1.6000000e-06   0.0000000e+00   0.0000000e+00
   1.6500000e-06  -0.0000000e+00  -0.0000000e+00
   1.7000000e-06  -0.0000000e+00  -0.0000000e+00
   1.7500000e-06   0.0000000e+00   0.0000000e+00
   1.8000000e-06   0.0000000e+00   0.0000000e+00
   1.8500000e-06   0.0000000e+00   0.0000000e+00
   1.9000000e-06  -0.0000000e+00  -0.0000000e+00
   1.9500000e-06  -0.0000000e+00  -0.0000000e+00
   2.0000000e-06   0.0000000e+00   0.0000000e+00
   2.0500000e-06   0.0000000e+00   0.0000000e+00
   2.1000000e-06   0.0000000e+00   0.0000000e+00
   2.1500000e-06  -0.0000000e+00  -0.0000000e+00
   2.2000000e-06  -0.0000000e+00  -0.0000000e+00
   2.2500000e-06   0.0000000e+00   0.0000000e+00
   2.3000000e-06   0.0000000e+00   0.0000000e+00
   2.3500000e-06   0.0000000e+00   0.0000000e+00
   2.4000000e-06  -0.0000000e+00  -0.0000000e+00
   2.4500000e-06  -0.0000000e+00  -0.0000000e+00
   2.5000001e-06  -0.0000000e+00  -0.0000000e+00
   2.5500001e-06   0.0000000e+00   0.0000000e+00
   2.6000001e-06   0.0000000e+00   0.0000000e+00
   2.6500001e-06   0.0000000e+00   0.0000000e+00
   2.7000001e-06  -0.0000000e+00  -0.0000000e+00
   2.7500001e-06  -0.0000000e+00  -0.0000000e+00
   2.8000001e-06  -0.0000000e+00  -0.0000000e+00
   2.8500001e-06   0.0000000e+00   0.0000000e+00
   2.9000001e-06   0.0000000e+00   0.0000000e+00
   2.9500001e-06   0.0000000e+00   0.0000000e+00
   3.0000001e-06  -0.0000000e+00  -0.0000000e+00
   3.0500001e-06  -2.8025969e-45  -2.8025969e-45
   3.1000001e-06  -2.8025969e-45  -2.8025969e-45
   3.1500001e-06   5.6051939e-45   7.0064923e-45
   3.2000001e-06   3.0828566e-44   3.2229865e-44
   3.2500001e-06   4.6242849e-44   4.0637655e-44
   3.3000001e-06  -4.9045446e-44  -7.5670117e-44
   3.3500001e-06  -3.5172591e-43  -3.9236357e-43
   3.4000001e-06  -6.1236743e-43  -5.6892718e-43
   3.4500001e-06   2.3962204e-43   5.5071030e-43
   3.5000001e-06   3.4752202e-42   4.0399435e-42
   3.5500001e-06   7.1494248e-42   7.0457287e-42
   3.6000001e-06   1.1672816e-42  -1.7502218e-42
   3.6500001e-06  -2.8861143e-41  -3.5499094e-41
   3.7000001e-06  -7.2333625e-41  -7.5325398e-41
   3.7500001e-06  -4.5570226e-41  -2.3684747e-41
   3.8000001e-06   1.9443717e-40   2.5944060e-40
   3.8500001e-06   6.2971410e-40   6.9189812e-40
   3.9000001e-06   6.6027782e-40   5.3990208e-40
   3.9500001e-06  -9.5852879e-40  -1.4890366e-39
   4.0000001e-06  -4.6753903e-39  -5.4310475e-39
   4.0500001e-06  -6.8568869e-39  -6.5503711e-39
   4.1000001e-06   1.9556774e-39   5.5129254e-39
   4.1500001e-06   2.9070040e-38   3.6008292e-38
   4.2000001e-06   5.6904662e-38   5.9602358e-38
   4.2500001e-06   2.2987064e-38   4.2335903e-39
   4.3000001e-06  -1.4493077e-37  -1.9614905e-37
   4.3500001e-06  -3.9032503e-37  -4.3893708e-37
   4.4000001e-06  -3.5826753e-37  -2.9147427e-37
   4.4500001e-06   5.0639967e-37   8.1440543e-37
   4.5000001e-06   2.2241251e-36   2.6739912e-36
   4.5500001e-06   3.1005762e-36   3.0779452e-36
   4.6000001e-06  -3.9575086e-37  -1.8728997e-36
   4.6500001e-06  -1.0316267e-35  -1.3397137e-35
   4.7000001e-06  -2.0256864e-35  -2.2244672e-35
   4.7500001e-06  -1.1250702e-35  -6.1002424e-36
   4.8000001e-06   3.6165519e-35   5.2908478e-35
   4.8500001e-06   1.0651462e-34   1.2627099e-34
   4.9000001e-06   1.1399649e-34   1.0637488e-34
   4.9500001e-06  -6.8021341e-35  -1.4029820e-34
   5.0000001e-06  -4.5283697e-34  -5.7964696e-34
   5.0500001e-06  -7.2257771e-34  -7.8016256e-34
   5.1000001e-06  -2.2133927e-34   1.0148284e-35
   5.1500001e-06   1.4833595e-33   2.1071032e-33
   5.2000001e-06   3.5131959e-33   4.1471510e-33
   5.2500001e-06   3.0616685e-33   2.6812058e-33
